GISJOIN,ZCTA5CE10
G5101170930600,23917
G1200750970700,34449
G1700270900500,62801
G1701210952400,62801
G1701210952300,62801
G1701210952600,62801
G1701210952700,62801
G1701210952500,62801
G5100250930203,23920
G4701130000400,38301
G4701130000600,38301
G4701130000900,38301
G4701130000700,38301
G4701130001100,38301
G4701130000300,38301
G4701130001000,38301
G4701130000500,38301
G4701130000800,38301
G4701130001401,38301
G4701130001300,38301
G5100370930100,23923
G4701130001606,38305
G4701130001610,38305
G4701130001607,38305
G4701130001609,38305
G4701130000200,38305
G4701130001603,38305
G4701130000100,38305
G4701130001604,38305
G4701130001501,38305
G4701130001402,38305
G4701130001605,38305
G4701130001502,38305
G3700190020404,28462
G3700190020405,28462
G3700190020402,28462
G4701090930100,38310
G5600250000600,82601
G5600250000902,82601
G5600250000700,82601
G5600250000200,82601
G5600250000300,82601
G5600250001401,82601
G3900710955200,45133
G3900710954700,45133
G3900710955000,45133
G3900710954800,45133
G3900710955100,45133
G3900710954900,45133
G5101730030301,24354
G5101730030600,24354
G5101730030302,24354
G3700210002603,28748
G3700210002604,28748
G3700210002605,28748
G5100350080400,24381
G3101030975400,68778
G5500870012700,54961
G5501350101200,54961
G5501350100800,54961
G5501350100900,54961
G5300470970900,98862
G5300770001502,98901
G5300770001601,98901
G5300770001602,98901
G5300770000100,98901
G5300770001501,98901
G5300770000200,98901
G5300770000400,98908
G5300770000902,98908
G5300770002801,98908
G5300770000901,98908
G5300370975100,98922
G5300770003002,98937
G5300770003001,98937
G5300770940002,98948
G5300770940005,98948
G5300770940006,98948
G5300770940003,98952
G5300650950500,99114
G5300650950300,99114
G5300650950600,99114
G5300650950200,99114
G5300650950900,99129
G5300190940000,99138
G5300470940100,99155
G2900390870200,64744
G3700070920300,28135
G4500730030902,29678
G4500730030702,29678
G4500730030800,29678
G4500730030701,29678
G3701610961200,28139
G3701610960500,28139
G3701610960400,28139
G3701610960200,28139
G4500770010100,29685
G5101350000200,23930
G4701090930300,38315
G4701090930200,38315
G3700610090701,28466
G3701410920204,28466
G3700610090702,28466
G3700610090600,28466
G5501230960100,54634
G5101170930101,23950
G2901950090600,65340
G2901950090800,65340
G2901950090400,65340
G2901950090200,65340
G2901950090500,65340
G2901950090300,65340
G3900610027300,45174
G5101970050200,24382
G5101970050100,24382
G5101970050401,24382
G5101970050301,24382
G3701150010100,28753
G3701150010400,28753
G3701150010500,28753
G3701150010600,28753
G2902250470302,65746
G2902250470401,65746
G3701110970200,28761
G3701110970901,28761
G5600090956700,82637
G3701750960100,28768
G3701750960401,28768
G3900610004800,45208
G3900610004900,45208
G3900610005000,45208
G3900610005100,45208
G3900610005200,45209
G3900610005400,45209
G3900610005302,45209
G3900610005301,45209
G3500610970800,87002
G3500610970901,87002
G3500610971000,87002
G3500610971100,87002
G3500610970902,87002
G3500610970700,87002
G2200510022301,70005
G2200510020102,70005
G2200510022400,70005
G2200510022200,70005
G2200510022303,70005
G2200510020101,70005
G2200510022600,70005
G2200510022500,70005
G2200510022302,70005
G2200510021804,70006
G2200510021801,70006
G2200510020302,70006
G2200510021700,70006
G2200510020303,70006
G0400130108602,85014
G0400130107602,85014
G0400130107601,85014
G0400130106502,85014
G0400130106501,85014
G0400130108601,85014
G0400130110600,85014
G4100090970200,97016
G0400130116900,85017
G0400130106900,85017
G0400130109102,85017
G0400130107201,85017
G0400130109101,85017
G0400130109001,85017
G0400130107202,85017
G0400130106801,85017
G0500410950300,71639
G0500410950200,71639
G0600370206031,90021
G0600370226002,90021
G0600370226001,90021
G3500430010900,87013
G3500310944000,87013
G3500430940900,87013
G4701550080300,37865
G4701550080201,37865
G4701550080202,37865
G4700090011301,37865
G3701590050201,28146
G3701590051002,28146
G3701590051101,28146
G3701590050901,28146
G3701590050202,28146
G3701590051102,28146
G3701590050903,28146
G4500450003903,29690
G4500450004001,29690
G4500450003904,29690
G4500450004002,29690
G4500450003902,29690
G3700450950800,28150
G3700450951400,28150
G3700450950700,28150
G3700450951300,28150
G3700450950900,28150
G3700450951000,28150
G3700450951100,28150
G3700450951200,28152
G3700450951602,28152
G3700450951501,28152
G3700450951503,28152
G3700450951601,28152
G2902170950300,64772
G2902170950400,64772
G2901850480300,64776
G2901850480200,64776
G3701070010600,28501
G3701070010200,28501
G3701070011400,28501
G3701070010400,28501
G3701070010300,28501
G3701070010500,28501
G3701070010700,28501
G4700230970100,38340
G4700230970300,38340
G4700230970200,38340
G5101170930300,23970
G5101170930200,23970
G4700530966900,38343
G4701130001608,38343
G4700530967000,38343
G4700530966600,38343
G3900610022000,45218
G3900610004500,45230
G3900610004602,45230
G3900610004603,45230
G3900610025002,45230
G3900610025001,45230
G3900610004605,45230
G3900610004604,45230
G5100170920100,24460
G5100910970100,24465
G3700870920800,28786
G3700870921100,28786
G3700870921000,28786
G3700870920900,28786
G3700870921200,28786
G1600730950200,83650
G1600030950100,83654
G5300490950400,98577
G5300490950200,98577
G5300450960200,98584
G5300450960800,98584
G5300450940000,98584
G5300450961300,98584
G5300450960600,98584
G5300450960700,98584
G5300450960900,98584
G5300450961000,98584
G5300450960500,98584
G5300450961100,98584
G5300150001501,98603
G1600010000500,83703
G1600010000304,83703
G1600010000400,83703
G1600010000302,83703
G1600010000303,83703
G5300390950100,98620
G1600010010504,83716
G1600010010503,83716
G1600010010100,83716
G1600790960200,83802
G5300590950200,98648
G5300590950300,98648
G4700250970700,37879
G4700250970800,37879
G4700250970900,37879
G1200710080204,33957
G1200710080202,33957
G1200710080203,33957
G4700090011401,37882
G4700090011402,37882
G4700090980200,37882
G4500910061707,29710
G4500910061706,29710
G4500910061701,29710
G4500910061801,29710
G4500910061802,29710
G4500910061705,29710
G4701230925000,37885
G4700090011302,37886
G3701190000700,28206
G3701190005000,28206
G3701190004900,28206
G3701190005100,28206
G3701190005301,28206
G3701190005200,28206
G4700930000100,37902
G3900350152501,44119
G3900350117600,44119
G3900350117700,44119
G3900350152400,44119
G4700930006900,37916
G4700930000902,37916
G4700930000901,37916
G4500570010700,29720
G4500570010600,29720
G4500570010500,29720
G4500570010400,29720
G4500570010800,29720
G4500570011002,29720
G4500570010100,29720
G4500570011100,29720
G4500570011001,29720
G4500570010900,29720
G4500570011202,29720
G1200830000601,34488
G1200830001302,34488
G3901570021500,44663
G3901570020900,44663
G3901570020800,44663
G3901570021000,44663
G3901570021200,44663
G3101850969900,68371
G3900990813200,44672
G3901690000900,44677
G1701850957300,62863
G1701850957500,62863
G1701850957200,62863
G1701850957400,62863
G5106800000801,24501
G5106800001400,24501
G5106800000202,24501
G5106800000203,24501
G5100310020200,24501
G5106800000700,24501
G5106800001000,24502
G5106800001600,24502
G5106800001800,24502
G5106800000802,24502
G5106800001700,24502
G5106800000900,24502
G5100310020300,24502
G5100310020401,24502
G2001730009508,67052
G2001730009507,67052
G2001730009509,67052
G5100090010200,24521
G5100090010401,24521
G5100090010100,24521
G5600330000500,82835
G5300330023300,98008
G5300330023403,98008
G5300330023100,98008
G5300330023202,98008
G5300330022901,98008
G5300330023000,98008
G1600770960200,83211
G1600050001900,83234
G5300610051701,98037
G5300610051601,98037
G5300610051702,98037
G5300610051802,98037
G5300610051928,98037
G5300610051602,98037
G5300330032007,98038
G5300330032002,98038
G5300330032003,98038
G5300330031604,98038
G5300330032011,98038
G5300330032008,98038
G5300330032010,98038
G1600410970200,83263
G1600410970100,83263
G5300330032702,98068
G5300330032207,98075
G5300330032203,98075
G5300330032213,98075
G5300330032208,98075
G1600830001500,83302
G5500090021302,54313
G5500090940003,54313
G5500090020504,54313
G5500090020204,54313
G5500090940002,54313
G5500090020503,54313
G5500090020502,54313
G4500910060501,29730
G4500910060402,29730
G4500910060200,29730
G4500910060401,29730
G4500910060300,29730
G4500910060102,29730
G4500910061302,29730
G4500910061301,29730
G4500910061202,29730
G4500910061201,29730
G4500910060901,29730
G4500910060802,29730
G4500910060502,29730
G3900350196200,44132
G3900350152301,44132
G3900350152302,44132
G3900350152303,44132
G3900350171102,44137
G3900350171103,44137
G3900350171104,44137
G3900350171204,44137
G3900350171205,44137
G3900350171206,44137
G3900350171203,44137
G1200150020101,33983
G1200150020103,33983
G1200150021001,33983
G4500910061708,29745
G4500910061602,29745
G4500910061601,29745
G4500910061502,29745
G4500910061501,29745
G4700770975500,38368
G5101610030204,24019
G5100230040402,24019
G5101610030203,24019
G5101610030201,24019
G5101610030205,24019
G1700550040300,62865
G1700550040200,62865
G5100890011200,24055
G5100890011100,24055
G5100890011300,24055
G5100890011000,24055
G4700710920500,38372
G4700710920100,38372
G4700710920300,38372
G4700710920400,38372
G3901510700100,44702
G4701090930500,38375
G3901510700600,44703
G3901510700800,44703
G3901510701700,44703
G5101430010500,24531
G5101430010400,24531
G5100830930100,24534
G5100310020403,24550
G5100310020500,24550
G5100310020402,24551
G5100190030201,24551
G5100190030103,24551
G5100190030104,24551
G1600830000400,83316
G1600830000300,83316
G1600130960100,83320
G1600130960200,83320
G1600250970100,83327
G5300330008001,98121
G5300330008002,98121
G1600130960500,83333
G5300330012100,98146
G5300330026802,98146
G5300330027500,98146
G5300330026801,98146
G5300330026600,98146
G5300330012000,98146
G5300330026700,98146
G1600530970500,83338
G1600530970200,83338
G1600530970400,83338
G1600530970300,83338
G1600310950600,83346
G1600630950100,83352
G5300610053803,98251
G5300610053604,98252
G5300610053602,98252
G3900350186104,44149
G3900350186105,44149
G3900350186205,44149
G3900350186206,44149
G3900350186103,44149
G1701730959500,62463
G1200210010110,34108
G1200210010208,34108
G1200210010209,34108
G1200210010215,34108
G1200210010109,34108
G1200210010205,34108
G1200210010212,34109
G1200210010213,34109
G1200210010405,34109
G1200210010417,34109
G4700690950100,38381
G5100670020400,24065
G5101610030900,24065
G5100670020500,24067
G5100090010503,24572
G5100090010504,24572
G5100090010600,24572
G5100090010402,24572
G5100090010502,24572
G3900570210500,45385
G3900570210603,45385
G3900570280101,45385
G3900570230100,45385
G3900570240301,45385
G3900570240100,45385
G3900570240200,45385
G3900570240302,45385
G3900570240500,45385
G3900570240600,45385
G3900570240700,45385
G5100830930800,24592
G5100830930301,24592
G5100830930600,24592
G1600190970502,83406
G1600190970501,83406
G1600190970503,83406
G1600430970200,83420
G0201850000300,99510
G5300610052207,98272
G5300610053802,98272
G5300610052113,98272
G5300610052208,98272
G5300610052203,98272
G5300610052209,98272
G0201850000200,99519
G0200700000200,99576
G0200700000100,99576
G1600650950302,83440
G1600650950100,83440
G1600650950301,83440
G1600650950200,83440
G1600650950500,83440
G5300730010100,98283
G0201700000200,99588
G0201220000600,99611
G0201220000200,99611
G0200600000100,99613
G0201640000100,99613
G5300610052401,98290
G5300610052105,98290
G5300610052301,98290
G5300610052502,98290
G5300610052607,98290
G5300610053603,98290
G5300610052402,98290
G5300610052204,98290
G5300610052302,98290
G5300610052206,98290
G4500110980100,29812
G4500110970400,29812
G4500110970500,29812
G4500110970300,29812
G5107100005000,23523
G5107100005100,23523
G2901350385200,65018
G2901350385300,65018
G2901350385100,65018
G2900290950500,65020
G2900290950400,65020
G2900290950300,65020
G3700510001400,28312
G3700510002900,28312
G3901030400100,44233
G5500690961000,54452
G5500690960600,54452
G5500690960800,54452
G5500690960400,54452
G5500690960900,54452
G5500690960700,54452
G2902150480100,65542
G1700550040900,62896
G1700550041100,62896
G1700550040800,62896
G1700550041000,62896
G4701190010802,38401
G4701190010600,38401
G4701190010201,38401
G4701190011102,38401
G4701190010700,38401
G4701190010500,38401
G4701190010400,38401
G4701190010301,38401
G4701190011101,38401
G4701190010302,38401
G4701190010801,38401
G2900910090200,65548
G4701810950300,38450
G2901610890600,65550
G4701190011200,38451
G5600210000501,82001
G5600210000900,82001
G5600210980801,82001
G5600210000800,82001
G5600210000600,82001
G5600210001401,82001
G5600210001502,82001
G5600210000700,82001
G5600210001000,82001
G1700770011700,62902
G1700770011200,62902
G1701990021400,62902
G5100230040301,24090
G2001770002200,66606
G2001770000600,66606
G2001770002400,66606
G2001770002100,66606
G2001770004100,66606
G2001770000500,66606
G3700350010303,28601
G3700350010304,28601
G3700350010600,28601
G3700350010401,28601
G3700350010301,28601
G3700350010302,28601
G3700350010402,28601
G3700230021100,28601
G3700350010501,28601
G3700350010502,28601
G5100670020200,24092
G5101850020200,24605
G5101850020100,24605
G5100270010400,24614
G5100270010100,24614
G5100270010300,24614
G5100270010500,24622
G2001730007400,67207
G2001730007102,67207
G2001730007000,67207
G2001730007101,67207
G2001730007204,67207
G2001730007203,67207
G5101850020800,24630
G5101850021100,24630
G5101850020300,24630
G3100010966200,68925
G3901130030100,45439
G2001730010001,67230
G2001730010002,67230
G5300530070311,98321
G5300530070207,98321
G5300530070206,98321
G5300530070205,98321
G0201700000102,99676
G1600490960300,83522
G1600610940002,83523
G3700850071401,28326
G3700850071402,28326
G3701250950501,28326
G3700850071303,28326
G1701150001300,62521
G1701150002402,62521
G1701150002601,62521
G1701150000200,62521
G1701150001400,62521
G1701150001100,62521
G1701150000300,62521
G1701150002401,62521
G1701150001200,62521
G1701150001500,62521
G4500650920200,29835
G4500650920100,29835
G5106500011800,23661
G5106500012000,23661
G5106500011900,23661
G5106500010501,23661
G5106500011500,23661
G3100550007405,68010
G1200810000810,34201
G4700330961300,38040
G4700970050200,38040
G1200810002008,34202
G1200810002015,34202
G1200810002016,34202
G1200810002017,34202
G4500650920300,29845
G3700350011101,28602
G3700350010700,28602
G3700350011000,28602
G3700350010900,28602
G3700350011801,28602
G3700350011102,28602
G5600210001200,82009
G5600210001902,82009
G5600210001402,82009
G5600210001901,82009
G5600210001300,82009
G5600210001501,82009
G3701890921000,28604
G3700110930100,28604
G3701890920900,28604
G5500330970500,54751
G5500330970700,54751
G5500330970600,54751
G5500330970800,54751
G2900550450400,65565
G2900550450200,65565
G4700550920100,38472
G3700270030900,28611
G4701190011001,38474
G4701190011002,38474
G3901450002200,45648
G3901630953000,45651
G3901630953100,45651
G3901450002300,45657
G3900010770100,45660
G3901450004000,45663
G3901450003900,45663
G0200900000100,99701
G0200900000200,99701
G0200900000300,99701
G0200900000400,99701
G0200900000500,99701
G0200900001500,99705
G0200900001600,99705
G0200900001400,99705
G1600690960200,83537
G1600570005700,83537
G5300090001100,98362
G5300090001500,98362
G5300090001600,98362
G5300090001000,98362
G5300090001300,98362
G5300090000900,98362
G5300090001400,98362
G5300090001200,98362
G0200900000800,99709
G0200900000600,99709
G0200900000700,99709
G0200900000900,99709
G0200900001000,99709
G0200900001300,99709
G1600490960100,83539
G0200900001700,99714
G0202400000400,99737
G0200680000100,99743
G0202900000300,99746
G1600610950300,83555
G4701570020210,38053
G4701570020222,38053
G4701570020300,38053
G4701570020101,38053
G4701570020400,38053
G4701570020700,38053
G4701570020102,38053
G4701570020221,38053
G3901330600902,44266
G3901330601000,44266
G3901330601100,44266
G3901330600500,44266
G3901330600800,44266
G3901330601801,44266
G3901330600704,44266
G3901330600901,44266
G3901330600703,44266
G3901530530800,44278
G3901530530901,44278
G3901530530902,44278
G3901530530903,44278
G4700970050300,38063
G4700970050504,38063
G4700970050505,38063
G4700970050400,38063
G4700970050503,38063
G4700970050100,38063
G4700970050506,38063
G2900730960300,65066
G2900730960400,65066
G2900730960500,65066
G1200810000405,34209
G1200810000407,34209
G1200810001202,34209
G1200810000406,34209
G1200810001203,34209
G1200810001204,34209
G1200810000403,34209
G1200810000408,34209
G1700690971000,62931
G1700690970900,62931
G4700550920700,38477
G5600010963100,82072
G5600010963000,82072
G5600010963500,82072
G5600010963400,82072
G5600010962900,82072
G5100710930400,24134
G3101090003402,68522
G3101090003500,68522
G3101090003401,68522
G3101090003719,68526
G2900090960100,65605
G2901090470500,65605
G2901090470601,65605
G2901090470602,65605
G5107500010200,24141
G5107500010102,24141
G5107500010101,24141
G3900090972900,45701
G3900090973000,45701
G3900090973101,45701
G3900090973902,45701
G3900090973901,45701
G3900090973200,45701
G3900090973300,45701
G3900090973700,45701
G3900090973400,45701
G3100490955400,69129
G5101270700300,23089
G4700010021100,37716
G4700010021201,37716
G4700010021202,37716
G4700010021301,37716
G2600830000100,49950
G4700290920700,37722
G4700290980100,37722
G3901110966800,43793
G3901110966900,43793
G2800310950400,39479
G1301050000200,30635
G1301050000500,30635
G1301050000400,30635
G1301050000300,30635
G0101150040401,35953
G1301330950301,30642
G1301330950400,30642
G1301330950302,30642
G1301330950303,30642
G2101770960200,42330
G2101770960100,42330
G2700430460500,56014
G1302210960202,30648
G0100950031200,35957
G0100950031100,35957
G3700850070700,27546
G3700850070802,27546
G3700850070801,27546
G3700850071204,27546
G3700850071102,27546
G4700510960100,37324
G2900230950600,63961
G5500790003700,53216
G5500790005100,53216
G5500790003600,53216
G5500790005000,53216
G5500790003900,53216
G5500790004100,53216
G5500790006300,53216
G5500790004700,53216
G5500790003800,53216
G5500790004800,53216
G5500790003500,53216
G5500790004000,53216
G5500790004900,53216
G4600550960100,57552
G2902230690400,63967
G3700370020702,27562
G1700310691500,60619
G1700310430400,60619
G1700310480200,60619
G1700310834300,60619
G1700310490300,60619
G1700310440300,60619
G1700310440600,60619
G1700310440102,60619
G1700310440800,60619
G1700310690900,60619
G1700310440201,60619
G1700310470100,60619
G1700310440700,60619
G1700310440900,60619
G1700310490400,60619
G1700310691300,60619
G1700310691400,60619
G1700310440101,60619
G1700310691000,60619
G1700310480300,60619
G1700310440202,60619
G1201170021201,32732
G0100410963900,36009
G0100410963800,36009
G0101090189300,36010
G2800450030601,39573
G2801310020201,39573
G2801310020202,39573
G2800470003501,39574
G2800470003404,39574
G2600650004494,48825
G2600650004492,48825
G2600650004490,48825
G2600650004491,48825
G1300510011103,31328
G2700210960600,56435
G2901630460400,63334
G2901630460300,63334
G3000210000300,59330
G3000210000200,59330
G3000210000100,59330
G1300190970300,31639
G1300190970500,31639
G1300190970400,31639
G0100810040603,36832
G0100810040604,36832
G0100810041000,36832
G0100810040602,36832
G0100810040800,36832
G0100810040700,36832
G0101230962600,36850
G4500850000100,29128
G2700710790200,56649
G2700710790100,56649
G5501310450104,53037
G4500390960300,29130
G1700950001500,61410
G1300030960100,31650
G5500790120501,53221
G5500790020200,53221
G5500790021600,53221
G5500790021800,53221
G5500790020300,53221
G5500790021500,53221
G5500790021400,53221
G5500790120502,53221
G5500790021200,53221
G5500790120400,53221
G5500790021300,53221
G4701030975200,37334
G4701030975000,37334
G4701030975400,37334
G4701030975601,37334
G4701030975300,37334
G2900950014902,64016
G4700070953000,37338
G5100690051102,22603
G5100690050200,22603
G5100690050300,22603
G5500790019400,53227
G5500790100900,53227
G5500790101200,53227
G5500790101300,53227
G5500790101000,53227
G5500790101400,53227
G5500790101100,53227
G4600950940300,57579
G5500790120101,53228
G5500790120201,53228
G5500790120102,53228
G5500790019500,53228
G2600390960500,49738
G2600390960200,49738
G2600390960300,49738
G0100050950900,36027
G0100050950800,36027
G0100050950100,36027
G0100050950500,36027
G0100390961600,36028
G2101990930300,42544
G1700310841500,60623
G1700310301701,60623
G1700310841700,60623
G1700310838700,60623
G1700310301801,60623
G1700310300600,60623
G1700310301802,60623
G1700310830500,60623
G1700310841400,60623
G1700310301803,60623
G1700310290900,60623
G1700310301702,60623
G1700310300800,60623
G1700310843400,60623
G1700310843100,60623
G1700310841600,60623
G1700310300900,60623
G1700310292400,60623
G1700310300500,60623
G1700310300700,60623
G1700310292200,60623
G1700310292500,60623
G1700310291200,60623
G1700310301100,60623
G1700310301600,60623
G1700310840800,60623
G1300470030402,30736
G1300470030100,30736
G1300470030401,30736
G1300470030303,30736
G1300470030201,30736
G1300470030202,30736
G1300470030301,30736
G1300470030304,30736
G1300470030700,30736
G2800850950200,39601
G2800850950500,39601
G2800850950300,39601
G2800850950600,39601
G2800850950400,39629
G2800050950200,39638
G1700310831800,60625
G1700310040401,60625
G1700310040201,60625
G1700310040800,60625
G1700310140702,60625
G1700310140100,60625
G1700310140800,60625
G1700310040300,60625
G1700310140602,60625
G1700310140301,60625
G1700310140200,60625
G1700310140701,60625
G1700310140601,60625
G1700310040202,60625
G1700310140302,60625
G1700310040402,60625
G1700310040100,60625
G1700310040600,60625
G1700310040900,60625
G1700310040700,60625
G0100850780800,36043
G0100410963500,36046
G1200110030802,33069
G1200110030500,33069
G1200110050205,33069
G1200110030801,33069
G1200110050206,33069
G1200110030600,33069
G1200110020321,33071
G1200110020322,33071
G1200110020316,33071
G1200110020317,33071
G1200110020315,33071
G1200110020319,33071
G1200110020320,33071
G1200110020318,33071
G2700570070400,56467
G2901790380100,63629
G1200110043302,33315
G1200110042600,33315
G1200110080200,33315
G1200110043301,33315
G4500810960202,29138
G4500810960201,29138
G4500810960100,29138
G4700850130100,37101
G2700290000300,56671
G2901790380200,63638
G4500270960703,29148
G4500270960801,29148
G4500270960802,29148
G3700570061902,27292
G3700570061803,27292
G3700570061400,27292
G3700570061804,27292
G3700570061500,27292
G3700570061802,27292
G3700570061300,27292
G2700210960100,56672
G2700210960200,56672
G3000290000203,59912
G3000290000202,59912
G3000290000201,59912
G3800370965900,58529
G3701830054203,27587
G3701830054208,27587
G3701830053900,27587
G3701830054204,27587
G3701830054206,27587
G3701830054205,27587
G3701830054210,27587
G3701830054209,27587
G3701830054211,27587
G3800650961200,58530
G3901730022100,43466
G4600410941700,57625
G4600410941500,57625
G1200570002900,33603
G1200570003000,33603
G1200570002100,33603
G1200570002400,33603
G1200570002800,33603
G1200570002300,33603
G1200570002200,33603
G0100050950700,36053
G0100110952100,36053
G1300730030401,30802
G1300730030402,30802
G2801130950300,39648
G2801130950400,39648
G2801130950500,39648
G2801130950101,39648
G0101010005503,36064
G0101010005608,36064
G0101010005604,36064
G0101010005502,36064
G0101010005504,36064
G2801130950600,39652
G2801130950700,39652
G2100930001200,42701
G2100930001500,42701
G2100930001300,42701
G2100930001100,42701
G2100930001001,42701
G2100930001401,42701
G2100930001402,42701
G2100930001002,42701
G0100010020300,36067
G0100010020100,36067
G0100010020900,36067
G0100010020801,36067
G0100010020802,36067
G0100010020200,36067
G0100010020700,36067
G0100010020600,36067
G1300510004208,31419
G1300510011500,31419
G1300510010901,31419
G1300510004211,31419
G1300510004212,31419
G1300290980000,31419
G1300510004209,31419
G1300510010807,31419
G1300510010806,31419
G1300510010802,31419
G1300510010809,31419
G1300510010808,31419
G1901390051000,52761
G1901390050700,52761
G1901390050800,52761
G1901390050200,52761
G1901390050900,52761
G1901390050100,52761
G1901390050600,52761
G1901390050400,52761
G1901390050500,52761
G0101290043900,36558
G1801230952600,47520
G1200860002600,33127
G1200860002300,33127
G1200860002202,33127
G1200860002502,33127
G1200860002900,33127
G1200860002003,33127
G1200860001904,33127
G1200860002800,33127
G1901630010300,52773
G2700570070700,56470
G2700570070500,56470
G2700570070600,56470
G2700570070200,56470
G1800370953800,47542
G3000130010400,59421
G1801210030300,47872
G1801210030100,47872
G1801210030400,47872
G5100590481000,20170
G5100590480502,20170
G5100590480501,20170
G5100590480503,20170
G5100590480802,20170
G5100590480801,20170
G5100590480902,20170
G5100590480903,20170
G5100590480901,20170
G3700570061600,27295
G3700570061201,27295
G3700570060203,27295
G3700570060301,27295
G3700570061702,27295
G3700570061701,27295
G3700570060400,27295
G3700570061202,27295
G3700570060304,27295
G5500150020600,53061
G3700010021803,27298
G3701510031200,27298
G1200110060608,33324
G1200110060609,33324
G1200110070210,33324
G1200110060603,33324
G1200110061002,33324
G1200110070207,33324
G1200110060605,33324
G2901230960300,63645
G2901230960200,63645
G2901230960100,63645
G1302870970200,31714
G4701890030203,37122
G4701890030303,37122
G4701890030304,37122
G4701890030307,37122
G4701890030903,37122
G4701890030901,37122
G4701890030309,37122
G0101130031200,36871
G2901870950600,63650
G2900930950200,63650
G2900930950300,63650
G3700010021207,27302
G3700010021206,27302
G3700010021205,27302
G3701350011101,27302
G3700010021204,27302
G5500650970100,53504
G4600310941000,57633
G2600070000100,49753
G3701830054301,27597
G3700690060802,27597
G3701830054302,27597
G2900950011000,64053
G2900950015600,64053
G3701830052902,27603
G3701830052904,27603
G3701830052903,27603
G3701830053110,27603
G3701830054500,27603
G3701830053009,27603
G3701830051000,27603
G3701830052802,27603
G3800550961000,58540
G4700650010103,37363
G4700650011201,37363
G4700650011314,37363
G4700650011311,37363
G4700650011203,37363
G4700650011447,37363
G4700650980200,37363
G2600970950200,49762
G1701830000600,61832
G1701830000900,61832
G1701830000500,61832
G1701830000200,61832
G1701830000800,61832
G1701830000300,61832
G1701830000100,61832
G4500290970800,29446
G2800370950200,39661
G0100870232200,36075
G1302450010709,30815
G1302450010707,30815
G1302450010711,30815
G1302450010906,30815
G1302450010903,30815
G1302450010904,30815
G1302450010712,30815
G1302450010708,30815
G1900970950100,52060
G1900970950500,52060
G1900970950200,52060
G1900970950600,52060
G1300330950200,30816
G0101090189000,36079
G0101090189100,36079
G0101090189200,36079
G2801130950102,39666
G2801130950200,39666
G2100850950600,42721
G2100850950100,42726
G0101090188900,36081
G0101090188700,36081
G2801570950200,39669
G0100870231603,36083
G0100870231601,36083
G0100870231602,36083
G0100870231700,36083
G0100870231900,36083
G0100870232000,36083
G0100870231800,36083
G0100870231400,36083
G0100870232300,36083
G3000990000300,59422
G1800370953200,47546
G1800370953400,47546
G1800370953300,47546
G1800370953500,47546
G2701530790100,56479
G4600310941100,57642
G2901130810202,63377
G0100970007103,36582
G0100970007102,36582
G0100970007000,36582
G0100970006501,36582
G0100970006901,36582
G0100970007101,36582
G1200860003909,33141
G1200860003915,33141
G1200860003914,33141
G1200860003913,33141
G1200860003916,33141
G1200860003912,33141
G1200860003918,33141
G1200860003911,33141
G1200860003917,33141
G1302290960300,31516
G1302290960400,31516
G3000990000200,59436
G2700050450300,56501
G2700050450400,56501
G2700050450600,56501
G2700050450700,56501
G2700050450500,56501
G5501330204502,53066
G5501330204302,53066
G5501330204301,53066
G5501330204501,53066
G5501330204200,53066
G5501330204400,53066
G5501330204100,53066
G0101130031000,36875
G4500850001703,29154
G4500850001701,29154
G4500850001704,29154
G4500850001901,29154
G1200110070316,33330
G1200110070306,33330
G1200110070401,33330
G1200110070314,33332
G1200110980000,33332
G0101190011600,36907
G0100230956900,36908
G2902210460300,63664
G2902210460500,63664
G2902210460200,63664
G3701510031305,27317
G3701510031400,27317
G2901650030002,64150
G2901650030101,64150
G5500250001704,53703
G5500250001603,53703
G5500250001804,53703
G5500250001606,53703
G5500250001605,53703
G5500250001802,53703
G5500250001900,53703
G5500250001705,53703
G5500250001604,53703
G4700190071200,37643
G4700190070200,37643
G4700190070300,37643
G4700190070400,37643
G4700190070500,37643
G4700190070600,37643
G4700190070100,37643
G4700190071300,37643
G2900470022200,64161
G1303010970400,30828
G0100110952500,36089
G0100110952200,36089
G0100210060700,36091
G1800250952000,47118
G1300330950100,30830
G1300330950500,30830
G1300330950400,30830
G2100850950400,42754
G2100850950500,42754
G2100850950300,42754
G1700310170400,60634
G1700310150502,60634
G1700310170700,60634
G1700310171000,60634
G1700310190401,60634
G1700310190402,60634
G1700310150600,60634
G1700310170200,60634
G1700310760802,60634
G1700310171100,60634
G1700310180100,60634
G1700310170300,60634
G1700310170100,60634
G1700310170500,60634
G1700310170600,60634
G1700310150402,60634
G1700310170800,60634
G1700310151200,60634
G2100990970300,42765
G2800950950600,39730
G2800950950200,39730
G2800950950800,39730
G2800950950502,39730
G2800950950700,39730
G2902190820102,63383
G2902190820101,63383
G1200860005802,33144
G1200860005901,33144
G1200860005902,33144
G0100970002502,36607
G0100970002700,36607
G0100970002600,36607
G3000310000702,59718
G3000310000200,59718
G3000310001200,59718
G3000310000502,59718
G3000310000503,59718
G3000310001102,59718
G1200990001500,33404
G1200990001004,33404
G1200990001200,33404
G1200990001302,33404
G1200990001403,33404
G1200990000509,33404
G1200990000511,33404
G1200990001404,33404
G1200990001801,33407
G1200990001904,33407
G1200990001002,33407
G1200990001402,33407
