ZCTA5CE10,treated,event_name
19341,NA,NA
19335,NA,NA
19380,NA,NA
19383,NA,NA
19382,NA,NA
19373,NA,NA
19317,NA,NA
19348,NA,NA
19375,NA,NA
19320,NA,NA
19372,NA,NA
19425,NA,NA
19343,NA,NA
19520,NA,NA
19344,NA,NA
19316,NA,NA
19367,NA,NA
19390,NA,NA
19365,NA,NA
19310,NA,NA
17509,NA,NA
17536,NA,NA
19363,NA,NA
19082,NA,NA
19143,NA,NA
19026,NA,NA
19018,NA,NA
19050,NA,NA
19023,NA,NA
19153,NA,NA
19079,NA,NA
19032,NA,NA
19036,NA,NA
19074,NA,NA
19043,NA,NA
19076,NA,NA
19029,NA,NA
19078,NA,NA
19033,NA,NA
19070,NA,NA
19094,NA,NA
19081,NA,NA
19022,NA,NA
19013,NA,NA
19015,NA,NA
19061,NA,NA
19014,NA,NA
19063,NA,NA
19017,NA,NA
19086,NA,NA
19064,NA,NA
19008,NA,NA
19041,NA,NA
19083,NA,NA
19003,NA,NA
19096,NA,NA
19010,NA,NA
17603,NA,NA
17602,NA,NA
17545,NA,NA
17512,NA,NA
17552,NA,NA
17582,NA,NA
17554,NA,NA
17601,NA,NA
17520,NA,NA
17505,NA,NA
17543,NA,NA
17540,NA,NA
17522,NA,NA
17578,NA,NA
17501,NA,NA
17517,NA,NA
17581,NA,NA
17557,NA,NA
17527,NA,NA
17529,NA,NA
17508,NA,NA
17576,NA,NA
17579,NA,NA
17584,NA,NA
17551,NA,NA
17516,NA,NA
17566,NA,NA
17518,NA,NA
18018,NA,NA
18109,NA,NA
18101,NA,NA
18103,NA,NA
18052,NA,NA
18102,NA,NA
18049,NA,NA
18104,NA,NA
18105,NA,NA
18066,NA,NA
18051,NA,NA
18080,NA,NA
18037,NA,NA
18069,NA,NA
18032,NA,NA
18195,NA,NA
18031,NA,NA
18011,NA,NA
18062,NA,NA
18106,NA,NA
18046,NA,NA
18034,NA,NA
18015,NA,NA
18041,NA,NA
18016,NA,NA
19009,NA,NA
19116,NA,NA
19006,NA,NA
19025,NA,NA
19090,NA,NA
19044,NA,NA
19446,NA,NA
19440,NA,NA
18964,NA,NA
19477,NA,NA
19038,NA,NA
19046,NA,NA
19001,NA,NA
19095,NA,NA
19027,NA,NA
19012,NA,NA
19126,NA,NA
19031,NA,NA
19444,NA,NA
19035,NA,NA
19428,NA,NA
19401,NA,NA
19422,NA,NA
19437,NA,NA
19403,NA,NA
19406,NA,NA
19405,NA,NA
19462,NA,NA
19004,NA,NA
19066,NA,NA
19072,NA,NA
19426,NA,NA
19456,NA,NA
19473,NA,NA
19474,NA,NA
19438,NA,NA
18054,NA,NA
18076,NA,NA
19525,NA,NA
19472,NA,NA
19435,NA,NA
19034,NA,NA
19075,NA,NA
19150,NA,NA
18020,NA,NA
18017,NA,NA
18042,NA,NA
18040,NA,NA
18351,NA,NA
18343,NA,NA
18013,NA,NA
18360,NA,NA
18064,NA,NA
18353,NA,NA
18083,NA,NA
18091,NA,NA
18058,NA,NA
18014,NA,NA
18038,NA,NA
18067,NA,NA
18035,NA,NA
18045,NA,NA
19106,NA,NA
19107,NA,NA
19103,NA,NA
19130,NA,NA
19147,NA,NA
19146,NA,NA
19148,NA,NA
19145,NA,NA
19112,NA,NA
19142,NA,NA
19139,NA,NA
19104,NA,NA
19131,NA,NA
19151,NA,NA
19123,NA,NA
19121,NA,NA
19122,NA,NA
19125,NA,NA
19132,NA,NA
19134,NA,NA
19133,NA,NA
19140,NA,NA
19129,NA,NA
19137,NA,NA
19124,NA,NA
19144,NA,NA
19128,NA,NA
19127,NA,NA
19118,NA,NA
19119,NA,NA
19138,NA,NA
19120,NA,NA
19141,NA,NA
19135,NA,NA
19111,NA,NA
19149,NA,NA
19114,NA,NA
19136,NA,NA
19152,NA,NA
19115,NA,NA
19154,NA,NA
17366,NA,NA
17356,NA,NA
17406,NA,NA
17317,NA,NA
17309,NA,NA
17302,NA,NA
17363,NA,NA
17352,NA,NA
21160,NA,NA
23336,NA,NA
23395,NA,NA
39452,NA,NA
36587,NA,NA
36582,NA,NA
36695,NA,NA
39562,NA,NA
36541,NA,NA
36509,NA,NA
36544,NA,NA
70726,NA,NA
70737,NA,NA
70774,NA,NA
70769,NA,NA
70449,NA,NA
70778,NA,NA
70086,NA,NA
70390,NA,NA
70301,NA,NA
70722,NA,NA
70005,NA,NA
70002,NA,NA
70006,NA,NA
70003,NA,NA
70065,NA,NA
70087,NA,NA
70062,NA,NA
70123,NA,NA
70001,NA,NA
70121,NA,NA
70094,NA,NA
70118,NA,NA
70056,NA,NA
70053,NA,NA
70058,NA,NA
70130,NA,NA
70072,NA,NA
70115,NA,NA
70067,NA,NA
70070,NA,NA
70036,NA,NA
70358,NA,NA
70357,NA,NA
70345,NA,NA
70375,NA,NA
70354,NA,NA
70374,NA,NA
70373,NA,NA
70394,NA,NA
70359,NA,NA
70422,NA,NA
70711,NA,NA
70744,NA,NA
70754,NA,NA
70706,NA,NA
70785,NA,NA
70454,NA,NA
70114,NA,NA
70117,NA,NA
70131,NA,NA
70037,NA,NA
70126,NA,NA
70127,NA,NA
70128,NA,NA
70129,NA,NA
70122,NA,NA
70116,NA,NA
70119,NA,NA
70112,NA,NA
70124,NA,NA
70163,NA,NA
70125,NA,NA
70113,NA,NA
70040,NA,NA
70085,NA,NA
70083,NA,NA
70050,NA,NA
70041,NA,NA
70038,NA,NA
70092,NA,NA
70075,NA,NA
70043,NA,NA
70032,NA,NA
70079,NA,NA
70047,NA,NA
70057,NA,NA
70049,NA,NA
70039,NA,NA
70031,NA,NA
70355,NA,NA
39657,NA,NA
70071,NA,NA
70763,NA,NA
70090,NA,NA
70068,NA,NA
70084,NA,NA
70076,NA,NA
70435,NA,NA
70464,NA,NA
39426,NA,NA
70471,NA,NA
70437,NA,NA
70438,NA,NA
70433,NA,NA
70447,NA,NA
70452,NA,NA
70461,NA,NA
39572,NA,NA
70458,NA,NA
70460,NA,NA
70445,NA,NA
70448,NA,NA
70444,NA,NA
70465,NA,NA
70446,NA,NA
70443,NA,NA
70451,NA,NA
70401,NA,NA
70403,NA,NA
70360,NA,NA
70364,NA,NA
70363,NA,NA
70344,NA,NA
70353,NA,NA
70395,NA,NA
39470,NA,NA
70427,NA,NA
39645,NA,NA
39425,NA,NA
36522,NA,NA
39451,NA,NA
39573,NA,NA
39520,NA,NA
39576,NA,NA
39556,NA,NA
39525,NA,NA
39571,NA,NA
39530,NA,NA
39531,NA,NA
39507,NA,NA
39501,NA,NA
39503,NA,NA
39560,NA,NA
39532,NA,NA
39574,NA,NA
39540,NA,NA
39565,NA,NA
39564,NA,NA
39553,NA,NA
39563,NA,NA
39581,NA,NA
39567,NA,NA
39455,NA,NA
70426,NA,NA
39466,NA,NA
39577,NA,NA
33955,NA,NA
33946,NA,NA
32086,NA,NA
32137,NA,NA
32110,NA,NA
32136,NA,NA
32702,NA,NA
32736,NA,NA
32180,NA,NA
32130,NA,NA
32767,NA,NA
32776,NA,NA
32757,NA,NA
34705,NA,NA
34736,NA,NA
34711,NA,NA
33919,NA,NA
33908,NA,NA
33993,NA,NA
33991,NA,NA
33909,NA,NA
33904,NA,NA
33990,NA,NA
33914,NA,NA
33922,NA,NA
33921,NA,NA
33956,NA,NA
33924,NA,NA
33957,NA,NA
32804,NA,NA
32803,NA,NA
32801,NA,NA
32805,NA,NA
32812,NA,NA
32806,NA,NA
32808,NA,NA
32818,NA,NA
32814,NA,NA
32789,NA,NA
32807,NA,NA
32822,NA,NA
32827,NA,NA
32809,NA,NA
32839,NA,NA
32811,NA,NA
32819,NA,NA
32835,NA,NA
34761,NA,NA
34786,NA,NA
