GISJOIN,ZCTA5CE10
G5500790014400,53202
G5500790011000,53202
G5500790010900,53202
G5500790015300,53202
G5500790011300,53202
G5500790010800,53202
G3000390991700,59858
G2900230950800,63901
G2900230950700,63901
G2900230950200,63901
G2900230950300,63901
G2900230950100,63901
G2900230950500,63901
G2900230950400,63901
G3701910001100,27530
G3701910001600,27530
G3701910001800,27530
G3701910001200,27530
G3701910001500,27530
G3701910000900,27530
G3701910001700,27530
G3701910001400,27530
G3000890000100,59859
G4500870030500,29379
G4500870030100,29379
G4500870030900,29379
G4500870030700,29379
G4500870030200,29379
G4500870030400,29379
G4500870030300,29379
G1301310950500,39828
G1302110980500,30650
G1302110980100,30650
G1302110980300,30650
G0100490960800,35961
G0100490960700,35962
G0100490960600,35962
G1700310410800,60615
G1700310390700,60615
G1700310410100,60615
G1700310410900,60615
G1700310410200,60615
G1700310410300,60615
G1700310410400,60615
G1700310410700,60615
G1700310400100,60615
G1700310381900,60615
G1700310381200,60615
G1700310410500,60615
G1700310381400,60615
G1700310390500,60615
G1700310382000,60615
G1700310390600,60615
G1700310390400,60615
G1700310381800,60615
G1700310410600,60615
G2101070971100,42408
G2101070971000,42408
G0100490961100,35968
G0100490960400,35968
G1200110110321,33027
G1200110110322,33027
G1200110110314,33027
G1200110110305,33027
G1200110110318,33027
G0100350960300,36475
G3001050940500,59248
G3000910090200,59254
G0100990986200,36480
G3000850940200,59255
G1801050000904,47401
G1801050000302,47401
G1801050001001,47401
G1801050001002,47401
G1801050001402,47401
G1801050001500,47401
G1801050000901,47401
G1801050000301,47401
G1801050001101,47401
G2100470201000,42217
G2100470201100,42217
G1901430960200,51354
G1200750970400,32625
G1200750970200,32626
G1200750970300,32626
G2800390950200,39452
G2800390950300,39452
G2800390950100,39452
G2601430970700,48653
G2601430970400,48653
G2601430970300,48653
G2601430970600,48653
G2601430970500,48653
G2600390960400,48653
G1800030011602,46814
G4500830023500,29388
G4500830023600,29388
G2600330970600,49715
G2600970950100,49719
G3701450980600,27541
G5101770020303,22551
G5101770020402,22551
G1302530980200,39845
G1302530980300,39845
G2800450030600,39556
G1300130180202,30680
G1300130180201,30680
G1300130180300,30680
G2700790950100,56058
G2700790950200,56058
G0100950030600,35976
G0100950030700,35976
G0100490960200,35978
G1302130010400,30705
G1302130010300,30705
G1302130010600,30705
G1302130010700,30705
G1302130010500,30705
G1302130010200,30705
G2100330980200,42445
G2100330980100,42445
G2100330980300,42445
G1302950020501,30707
G1302950020502,30707
G1302950020800,30707
G0100010021100,36003
G0100030010300,36507
G0100030010200,36507
G0100030010500,36507
G0100030010600,36507
G1801050000202,47405
G1200860011402,33034
G1301790010500,31320
G0100970006104,36521
G1300290920100,31321
G1800550954700,47424
G1800550954800,47424
G1800550955400,47424
G1800550955300,47424
G1301790010600,31323
G0100250957700,36524
G3000750000100,59317
G1800030010807,46835
G1800030004200,46835
G1800030010814,46835
G1800030010804,46835
G1800030010808,46835
G1800030010803,46835
G1800030010802,46835
G1300590130500,30622
G1302190030100,30622
G2101410960400,42276
G2101410960300,42276
G2101410960500,42276
G2801090950100,39470
G2801090950200,39470
G2801090950300,39470
G2800650950200,39474
G2800650950100,39474
G2700130970400,56001
G2700130971102,56001
G2700130970500,56001
G2700130971200,56001
G2700130971101,56001
G2700130971300,56001
G2700130970300,56001
G2700130970800,56001
G2700130970600,56001
G2700130970700,56001
G2700130970200,56001
G1301950020600,30633
G1301950020200,30633
G1301950020100,30633
G1700310320400,60605
G1700310330100,60605
G1700310320600,60605
G1700310320500,60605
G1200390020102,32333
G1200390020600,32333
G1200390020101,32333
G1300570090602,30115
G1300570090702,30115
G1300570090502,30115
G1300570090601,30115
G1300570090802,30115
G0601090005201,95327
G0601090005202,95327
G0601090005100,95327
G2300050002400,04050
G3000610994600,59866
G3601070020402,13732
G3601070020401,13732
G5000090950100,05905
G5300730011000,98281
G0600370481002,91801
G0600370480302,91801
G0600370481500,91801
G0600370480804,91801
G0600370481603,91801
G0600370480803,91801
G0600370480400,91801
G0600370480301,91801
G0600370481001,91801
G0600370481604,91801
G2801610950300,38948
G3600710011400,10940
G3600710001400,10940
G3600710011200,10940
G3600710001100,10940
G3600710001600,10940
G3600710001300,10940
G3600710001500,10940
G3600710001700,10940
G3600710001200,10940
G3600710011300,10940
G3900350186203,44136
G3900350186201,44136
G3900350186202,44136
G3900350186107,44136
G3900350186106,44136
G4601290985200,57601
G2300030951000,04786
G0600970150202,95476
G0600970150304,95476
G0600970150302,95476
G0600970150201,95476
G0600970150303,95476
G0600970150100,95476
G0600370222700,90089
G0600290003302,93225
G0600270000500,93513
G1200950017008,32837
G1200950017009,32837
G1200950017007,32837
G1200950017011,32837
G1200950017006,32837
G1300710970100,31771
G1300710970400,31771
G1300550980400,30747
G1300550980100,30747
G1300550980500,30747
G1600610950100,83536
G1600490960500,83536
G2000910050500,66204
G2000910051100,66204
G2000910050600,66204
G2000910052001,66204
G2000910051906,66204
G2000910051300,66204
G2101830980200,42347
G2101830980300,42347
G4800430950300,79830
G4800430950200,79830
G4800430950400,79830
G4800430950100,79830
G5000110010200,05450
G5400610010901,26501
G5400610011300,26501
G5400610011100,26501
G0100490961300,35967
G0100490961000,35967
G0100490960900,35967
G0100490961200,35967
G0101210011600,35150
G0101210011700,35150
G0101210011900,35150
G0101210011800,35150
G0101210012000,35150
G0101210011400,35150
G0501030950500,71701
G0501030950400,71701
G0501030950100,71701
G0501030950600,71701
G0500650960300,72519
G0600370910601,93550
G0600370910806,93550
G0600370910402,93550
G0600370910502,93550
G0600370910501,93550
G0600370910603,93550
G0600370910404,93550
G0600370910708,93550
G0600370910707,93550
G0600370910602,93550
G0600370910403,93550
G0600370910710,93550
G0600370910503,93550
G0600370910604,93550
G0900030502400,06114
G0900030502600,06114
G0900030500100,06114
G0900030502500,06114
G0900030500200,06114
G0900030502300,06114
G1200110090402,33020
G1200110090300,33020
G1200110090401,33020
G1200110091900,33020
G1200110080500,33020
G1200110091800,33020
G0600850509107,94086
G0600850508601,94086
G0600850508602,94086
G0600850509106,94086
G0600850508505,94086
G0600850508703,94086
G0600850508504,94086
G0600850508506,94086
G0900030415300,06051
G0900030415400,06051
G0900030415500,06051
G0900030417100,06051
G0900030416100,06051
G0900030416200,06051
G0900030416300,06051
G0900030415600,06051
G1300010950500,31513
G1300010950200,31513
G1300010950100,31513
G1300010950300,31513
G4100390000703,97439
G4100390000704,97439
G0400150950701,86409
G0400150950702,86409
G0400150950900,86409
G0600190007900,93210
G0600190008000,93210
G0600190008100,93210
G1200010000902,32612
G1200010000901,32612
G2700610980200,56636
G2700610980300,56636
G3400210002100,08609
G3400210002000,08609
G3400210002200,08609
G3400210000900,08609
G3600890991900,13617
G3600890992100,13617
G3600890992000,13617
G4804230001801,75792
G4804230001500,75792
G2200170023901,71115
G2200170023902,71115
G2200170024000,71115
G2500210400600,02445
G2500210400900,02445
G2500210400700,02445
G2500210401000,02445
G2500210401100,02445
G2500210400500,02445
G2701230030200,55108
G2701230042001,55108
G2701230030100,55108
G2800850950100,39191
G2901410970200,65078
G3400030002300,07648
G3400130016000,07028
G1600550001000,83835
G1600550000700,83835
G1600550001800,83835
G1900470970100,51465
G2200010960300,70515
G2200010961100,70559
G2600990262300,48092
G2600990261000,48092
G2600990262200,48092
G2600990262100,48092
G2600990260500,48092
G2600990260800,48092
G2600990260900,48092
G2600990260700,48092
G2600990260600,48092
G2100590001200,42301
G2100590001100,42301
G2100590000600,42301
G2100590000500,42301
G2100590000200,42301
G2100590000100,42301
G2100590001800,42301
G2100590001701,42301
G2100590001300,42301
G2100590000700,42301
G2200150011105,71037
G2500250070100,02111
G2601470644000,48039
G2601470645000,48039
G2800490010500,39041
G3100550007457,68127
G3100550007458,68127
G3100550007459,68127
G3100550007468,68127
G3100550007466,68127
G3100550007467,68127
G3300130035000,03263
G5400930965200,26287
G5400930965400,26287
G4601030011700,57745
G3500530978100,87832
G2100130960200,40977
G2100130960300,40977
G2100130960900,40977
G2100130961000,40977
G2500210443102,02019
G2500210443101,02019
G0801070000800,80467
G2100650980300,40336
G2100650980400,40336
G2100650980200,40336
G2900170950200,63764
G3700010020300,27217
G3700010021201,27217
G3700010021500,27217
G3700010021400,27217
G3700010021300,27217
G3700010020500,27217
G3700010020400,27217
G3700010020200,27217
G3701630970700,28328
G3701630970800,28328
G3701630970600,28328
G3900990803700,44503
G4001270997800,74562
G4001330983300,74868
G4001330983500,74868
G4001330983200,74868
G4001330983400,74868
G4701030975100,37144
G4801570675700,77461
G4801570675600,77461
G4804390121601,76012
G4804390113108,76012
G4804390121605,76012
G4804390121703,76012
G4804390121604,76012
G4804390113107,76012
G2900270970300,65251
G2900270970400,65251
G2900270970500,65251
G2901130810302,63379
G2901130810301,63379
G3000310000900,59715
G3000310000500,59715
G3000310000800,59715
G3000310001000,59715
G3000310000600,59715
G3000470940500,59864
G3000470940400,59864
G3100910956700,69152
G3400310182800,07503
G3400310183000,07503
G3400310182900,07503
G3400310183100,07503
G3600670000600,13208
G3600670014200,13208
G3600670001300,13208
G3600670001400,13208
G3600670000500,13208
G3600670000300,13208
G3600670000700,13208
G3600670014100,13208
G3600670000400,13208
G3600670000200,13208
G3700650021100,27886
G3700650021300,27886
G3700650020900,27886
G3700650021200,27886
G3700650021000,27886
G3700650020800,27886
G3800610940100,58763
G3800610940200,58763
G3900610020502,45252
G3600810097300,11357
G3600810103300,11357
G3600810098700,11357
G3600810099100,11357
G3600810103900,11357
G3600810102900,11357
G3600810098100,11357
G3600810101700,11357
G3600050008100,10454
G3600050002702,10454
G3600050002701,10454
G3600050001700,10454
G3600050001500,10454
G3600050001100,10454
G3600050003300,10454
G3600050004100,10454
G3600050002500,10454
G3600050003900,10454
G3600050002300,10454
G3700170950400,28337
G3800570940300,58541
G3901510700400,44714
G4100050024302,97055
G4100050023402,97055
G4500030020200,29805
G4700590091500,37641
G4500870030600,29031
G3900490003600,43203
G3900490002900,43203
G3900490002800,43203
G2600330970800,49780
G0101110990200,36280
G1200110010401,33442
G1200110010301,33442
G1200110010402,33442
G1200110010404,33442
G1200110010403,33442
G5100110040200,24522
G5100110040300,24522
G5100110040100,24522
G5400830966500,26273
G5500830990300,54149
G5400590957500,25670
G5400590957300,25670
G5400590957200,25670
G0600370208620,90057
G0600370209401,90057
G0600370208902,90057
G0600370208903,90057
G0600370208710,90057
G0600370208720,90057
G0600370209402,90057
G0600370208904,90057
G0600370208800,90057
G0600870123300,95076
G0600870122400,95076
G0600870110300,95076
G0600870123100,95076
G0600530010202,95076
G0600870122300,95076
G0600870110700,95076
G0600870110502,95076
G0600870110200,95076
G0600870110400,95076
G0600530010102,95076
G0600530010201,95076
G0600870110600,95076
G0600870110501,95076
G0600870110100,95076
G0600870122500,95076
G1200170980500,34429
G0100810041900,36874
G4500610980400,29010
G4500610980200,29010
G4500610980100,29010
G4500610980301,29010
G4500610980302,29010
G4700730050800,37857
G4700730050700,37857
G4700730050300,37857
G4700730050200,37857
G4804850012600,76309
G4804850010800,76309
G4804850012700,76309
G4800210950600,78957
G4800210950700,78957
G4801330950100,76470
G5100950080401,23188
G5101990050800,23188
G5100950080402,23188
G5101990050600,23188
G5100950080201,23188
G5100950080301,23188
G5400830966300,26270
G5400670980200,26651
G5400670980100,26651
G5400670980300,26651
G4701230985200,37874
G4701230985100,37874
G4804190950200,75975
G4802010452900,77072
G4802010453100,77072
G4802010452400,77072
G4802010453000,77072
G4802010452800,77072
G4802010452500,77072
G4802010452300,77072
G4800670950200,75568
G4802930970800,76687
G4900490940300,84021
G4900130940400,84021
G4900130940300,84021
G5300170950100,98830
G2500210417601,02170
G2500210417602,02170
G2500210417100,02170
G0600090000300,95249
G4801230970400,77954
G4801230970200,77954
G4801230970300,77954
G4801830001400,75603
G4801830010500,75603
G0800650961700,80461
G0800650961600,80461
G0800650961800,80461
G4804010950700,75652
G4804010950500,75652
G4804010950800,75652
G2200310950400,71052
G2200310950300,71052
G2200310950500,71052
G2200310950700,71052
G2200310950600,71052
G4100470002600,97381
G4100470010503,97381
G4100470010502,97381
G4100470010501,97381
G0601150040901,95901
G0601150040100,95901
G0601150040200,95901
G0601150040300,95901
G0601150041000,95901
G4801130002900,75210
G4801130002701,75210
G4801130002702,75210
G0600670008800,95655
G1302330990700,30153
G1302330990600,30153
G3000810000200,59870
G3600610031701,10280
G3400030013000,07020
G4500130001000,29902
G4500130000600,29902
G4500130000700,29902
G4700730050500,37642
G4200890301202,18322
G0100850981200,36032
G0400130060900,85335
G0400130522741,85296
G0400130422511,85296
G0400130522740,85296
G0400130522744,85296
G0400130422404,85296
G0400130422606,85296
G0400130422512,85296
G1200110060112,33321
G1200110020409,33321
G1200110060111,33321
G1200110060105,33321
G1200110020411,33321
G1200110020406,33321
G1200110020410,33321
G2601190990400,49709
G2601190990200,49709
G5000070003503,05462
G0501130950200,71953
G0501130950400,71953
G0501130950100,71953
G1300390010600,31558
G1300390010400,31558
G2500130802400,01118
G2500130802500,01118
G2500130801605,01118
G5101970990400,24360
G0600930000300,96064
G1600210970100,83805
G1600210970200,83805
G0900070600100,06412
G1700090970500,62353
G1700090970400,62353
G1701670003801,62707
G1701670000100,62707
G2600990214500,48065
G2600990206700,48065
G2600990214000,48065
G2900390970100,65785
G2900390970300,65785
G2801490950200,39183
G2801490950100,39183
G3600470000302,11201
G3600470002700,11201
G3600470000100,11201
G3600470001100,11201
G3600470000900,11201
G3600470000301,11201
G3600470000700,11201
G3600470003100,11201
G3600470002300,11201
G3600470002100,11201
G3600470000500,11201
G3600470001300,11201
G3600470003700,11201
G3600470006900,11201
G3600470004500,11201
G3600470002500,11201
G3600470004300,11201
G3600470004900,11201
G3600470004700,11201
G0600290001901,93304
G0600290003000,93304
G0600290001902,93304
G0600290002900,93304
G0600290002600,93304
G0600290002700,93304
G0600290003113,93304
G0600290002000,93304
G0600290003115,93304
G2200150011200,71064
G1800890040900,46319
G1800890041002,46319
G1800890041001,46319
G3601030158304,11764
G3601030158311,11764
G3701750960300,28712
G3701750960200,28712
G3701750960400,28712
G4200010031401,17325
G4200010031502,17325
G4200010030600,17325
G4200010030700,17325
G4200010031501,17325
G4200010031201,17325
G4200010031402,17325
G5400290020600,26062
G5400290020800,26062
G5400290021400,26062
G5400290020700,26062
G5400290021300,26062
G5400090030200,26062
G0100070010100,35034
G0101090988800,36035
G0600570000402,95946
G0600570000401,95946
G0600370553702,90723
G0600370553501,90723
G0600370553601,90723
G0600370553502,90723
G0600370553901,90723
G0600370553701,90723
G0600370553602,90723
G0600370553802,90723
G0600370553902,90723
G0600370553801,90723
G0800450951801,81623
G0800970000100,81623
G1200810002007,34211
G1600490960200,83530
G1800270954400,47501
G1800270954600,47501
G1800270954900,47501
G1800270954800,47501
G1800270954700,47501
G3901670020900,45750
G3901670021000,45750
G3901670020400,45750
G3901670020500,45750
G3901670021400,45750
G3901670021100,45750
G3901670020800,45750
G3901670020300,45750
G3200030005818,89124
G3200030005810,89124
G3200030005817,89124
G4802110950100,79014
G4802110950200,79014
G4100410950300,97367
G4100410950400,97367
G5300270001100,98520
G5300270001200,98520
G5300270001600,98520
G5300270001000,98520
G5300270000900,98520
G5300510970500,99156
G5300510970300,99156
G5300510970400,99156
G5600150957700,82240
G5600150957800,82240
G5600150957900,82240
G0101210011200,35014
G0600190005902,93657
G0600190006000,93657
G0600190006100,93657
G0600190005904,93657
G0600190006200,93657
G0600930000701,96097
G0600930000703,96097
G0600930000702,96097
G0600670000400,95816
G0600670001400,95816
G0600670000300,95816
G0600670001500,95816
G0600670001300,95816
G5600110950200,82721
G0100370961200,35136
G0100030010100,36579
G0101030005200,35619
G0100790979700,35619
G0100550011100,35952
G0100090050300,35952
G0201800000200,99762
G0500110950400,71671
G0500110950200,71671
G0500110950300,71671
G0500110950100,71671
G0600050000301,95669
G0600750012500,94102
G0600750016800,94102
G0600750016300,94102
G0600750012400,94102
G0600750016200,94102
G0600750012300,94102
G0800010009607,80030
G0800010009603,80030
G0800010009604,80030
G0800010009501,80030
G1701190400700,62090
G2601630579000,48218
G2601630579300,48218
G2601630579200,48218
G2601630579100,48218
G2700030050811,55434
G2700030050805,55434
G2700030050806,55434
G2700030050807,55434
G2700030050808,55434
G2700030050809,55434
G2700030050810,55434
G2801310020100,39577
G3000630001700,59826
G3300110000400,03101
G3300110000500,03101
G3600590412100,11518
G3600590412200,11518
G3800890963300,58652
G4600070940100,57551
G4600070941100,57551
G4600070940700,57551
G4600070940900,57551
G4600070941000,57551
G2101910990200,41040
G2101910990300,41040
G2101830980700,42328
G2200850980100,71419
G2200850980200,71419
G2500270745100,01747
G2500170310300,01850
G2500170310200,01850
G2500170310400,01850
G2601630568200,48186
G2601630565600,48186
G2601630568300,48186
G2601630565700,48186
G2601630565900,48186
G2601630568400,48186
G2601630567000,48186
G2601630568500,48186
G2601630565800,48186
G2601630568700,48186
G2601350970300,48647
G2900590980200,65622
G2900590980300,65622
G3500010003803,87047
G2100430960100,41164
G2100430960200,41164
G2100430960400,41164
G2100430960300,41164
G2101890990100,41314
G2100250980700,41314
G2101890990200,41314
G2100270960400,40119
G2100850950700,40119
G2300250986300,04961
G2500230521102,02382
G2500230521101,02382
G2500230521202,02382
G2500230521201,02382
G1801330956500,46120
G2600990231500,48310
G2600990230800,48310
G2600990232300,48310
G2600990230700,48310
G2600990231400,48310
G2600990231600,48310
G2600990231700,48310
G2600990232400,48310
G2700710990300,56653
G2701370015500,55771
G2801110950100,39476
G4802250950200,75835
G4802250950400,75835
G4802250950300,75835
G4802250950500,75835
G0400130050603,85354
G4804130950200,76936
G4804130950100,76936
G0600270000600,93549
G4801870210501,78638
G0600370406102,91723
G0600370406101,91723
G2200870030209,70075
G2200870030208,70075
G4804070200300,77331
G4804070200200,77331
G4800650950200,79068
G0600750017902,94130
G4001090102800,73117
G4001090107806,73117
G4001090102900,73117
G1301150001200,30165
G1301150001300,30165
G1301150000400,30165
G1301150001100,30165
G1301150000300,30165
G1301150000200,30165
G1301150000500,30165
G1301150001400,30165
G0500490950200,72576
G1303170980100,30668
G3701830051600,27608
G3701830051800,27608
G4000350973500,74301
G4000350973200,74301
G4000350973300,74301
G4000350973400,74301
G4100670033300,97116
G4100670033200,97116
G4100670033100,97116
G4500370970200,29824
G4500510050500,29577
G4500510050700,29577
G4500510050800,29577
G4500510050600,29577
G4500510050100,29577
G4500510051000,29577
G4500510050400,29577
G4500510050900,29577
G4601370940400,57644
G4700990960100,38483
G2900290950900,65556
G2901690970500,65556
G3000430982300,59759
G3300150004000,03032
G3400250803700,07704
G3500490010306,87056
G3701950001000,27883
G3701950001100,27883
G3800710940100,58301
G3800710957300,58301
G3800710957200,58301
G3800710957500,58301
G3800710957400,58301
G3800710940200,58301
G3800710957100,58301
G3000470940200,59910
G3500310943800,87325
G3500450943100,87325
G3601010961300,14810
G3601010961200,14810
G3601010961100,14810
G3700990950700,28723
G3700990950600,28723
G3901590050500,43040
G3901590050300,43040
G3901590050600,43040
G3901590050400,43040
G4200650950600,15825
G4200650950500,15825
G4200650950400,15825
G4200650950300,15825
G4201130980200,17758
G0600370620522,90278
G0600370620521,90278
G0600370620601,90278
G0600370620701,90278
G0600370620702,90278
G0600370620501,90278
G0600370620602,90278
G0800370000400,81631
G1201030027602,33786
G2101090960200,40447
G2101090960100,40447
G4805030950600,76450
G4805030950500,76450
G4805030950400,76450
G4804410012900,79607
G4804410013000,79607
G5000070002200,05446
G5000070002300,05446
G5101650012000,24441
G5100150070400,24441
G5100190030602,24179
G5101610031100,24179
G5101610031200,24179
G5100190030603,24179
G5101630990200,24439
G5401030030500,26377
G0600690000800,95043
G2200030950400,70655
G4100330360300,97532
G4601130940200,57752
G4701490041000,37129
G4701490041800,37129
G4701490041300,37129
G4701490040302,37129
G4701490041700,37129
G4701850995100,38583
G4701850995300,38583
G4701850995400,38583
G4701850995200,38583
G4701850995000,38583
G4200630960800,15701
G4200630960500,15701
G4200630961000,15701
G4200630961101,15701
G4200630961200,15701
G4200630960700,15701
G4200630961102,15701
G4200630960900,15701
G4803650950200,75631
G4802010211000,77026
G4802010220100,77026
G4802010211100,77026
G4802010211700,77026
G4802010210900,77026
G4802010211200,77026
G4802010230100,77026
G4802010210800,77026
G5000030970500,05340
G4200450407000,19017
G4500890970600,29556
G4500890970501,29556
G4500890970502,29556
G4700250970200,37752
G4700250970100,37752
G4700450964500,38024
G4700450964100,38024
G4700450964400,38024
G4700450964200,38024
G4700450964300,38024
G4802690950100,79236
G4803610021500,77662
G4803610021900,77662
G4803610021800,77662
G4803610022000,77662
G4803610021700,77662
G4803610021600,77662
G4803130980200,77864
G4803130980400,77864
G5101670990200,24225
G5501190980400,54451
G5501190980200,54451
G5501190980600,54451
G5501190980500,54451
G5600070968000,82331
G2600510990800,48624
G2600510990500,48624
G2600510990200,48624
G2600510990300,48624
G2600510990400,48624
G4500870030800,29353
G4700190071400,37658
G2100470200900,42240
G2100470200200,42240
G2100470200800,42240
G2100470200300,42240
G2100470200500,42240
G2100470201200,42240
G2100470200100,42240
G2100470200700,42240
G2100470200400,42240
G2100470200600,42240
G3200190960300,89403
G0600010421300,94707
G0600010421400,94707
G0600130391000,94707
G0600010421200,94707
G4803490970700,75109
G4100350971200,97603
G4100350970700,97603
G4100350970800,97603
G4100350970400,97603
G4100350971500,97603
G4100350971400,97603
G4100350971300,97603
G4100350971100,97603
G2201150950200,71403
G4800670950500,75555
G0800370000300,81621
G0600150000203,95548
G0800670941000,81326
G1200790990200,32331
G1201230990200,32331
G0202800000100,99833
G0202800000200,99833
G0600590088801,92844
G0600590088702,92844
G0600590088802,92844
G0600590088901,92844
G3601030190704,11932
G4200410012700,17015
G4200410011803,17015
G4200410012500,17015
G5400170965100,26456
G2901710960100,63565
G2901710960200,63565
G2700030051001,55432
G2700030051002,55432
G2700030051201,55432
G2700030051202,55432
G2700030051103,55432
G2700030051101,55432
G2700030051102,55432
G2700030051203,55432
G4200030512000,15104
G4200030514000,15104
G4200030512800,15104
G4200030513800,15104
G4200030512900,15104
G5300750001000,99143
G0501270950100,72958
G0501270950200,72958
G0900030470100,06026
G0600070000900,95928
G0600070001000,95928
G0600070001300,95928
G0600070001200,95928
G0600070001100,95928
G5500090021100,54307
G0400170940100,85911
G0600830002904,93117
G0600830002914,93117
G0600830002906,93117
G0600830002909,93117
G0600830002911,93117
G0600830002903,93117
G0600830002912,93117
G0600830002902,93117
G0600830002907,93117
G2600410970600,49837
G2600410970400,49837
G5000190951600,05859
G0100430964400,35179
G0100430964500,35179
G0100430964300,35179
G0900010200100,06801
G0900010200302,06801
G0900010200200,06801
G0900010200301,06801
G5100270990700,24656
G5100290990100,24590
G3601030158407,11778
G3601030158401,11778
G3601030158408,11778
G3601030158318,11778
G2700530025201,55425
G2700530025100,55425
G2700530025301,55425
G3600010000300,12206
G3600010000700,12206
G3600010000501,12206
G3600010000600,12206
G3600010000800,12206
G2100390960100,42023
G2100390960200,42023
G0100050950600,36016
G0100050950200,36016
G0100730000500,35212
G0100730000400,35212
G0100730002305,35212
G0100730002303,35212
G0100730000300,35212
G0500670980400,72112
G0500670980300,72112
G0500670980200,72112
G0501470990100,72101
G0600390000105,93653
G0800850966200,81425
G1200130990300,32424
G1302370960100,31024
G1302370960300,31024
G1302370960200,31024
G1303190960400,31090
G1701150000100,62523
G2400410960300,21601
G2400410960400,21601
G2400410960500,21601
G2400410960200,21601
G2000610000300,66441
G2000610000500,66441
G2000610000700,66441
G2000610000400,66441
G2000610000800,66441
G2000610000100,66441
G2000610000200,66441
G2500110040300,01360
G2900950008300,64113
G2900950008600,64113
G2900950008400,64113
G2900950008500,64113
G3400250807400,07756
G3701390960200,27909
G3701390960600,27909
G3701390960500,27909
G3701390960300,27909
G3701390960700,27909
G3701390960100,27909
G3701390960400,27909
G4500050970200,29810
G4701390950400,37317
G4803550000100,78402
G5400250950100,24986
G0100150002102,36265
G0100150002400,36265
G0100150002103,36265
G0100150002101,36265
G0101250010303,35463
G0501490952500,72833
G5100030010100,22932
G5100030011100,22932
G3400290712000,08742
G3400290711300,08742
G3400290710100,08742
G3400290711200,08742
G3400290711100,08742
G3400290711400,08742
G3601050950400,12758
G3601050950200,12758
G3601050950600,12758
G0600370191204,90029
G0600370191420,90029
G0600370191410,90029
G0600370191500,90029
G0600370191120,90029
G0600370191300,90029
G0600370191620,90029
G0600370191610,90029
G0600370191203,90029
G1201230950100,32347
G2500270735200,01611
G3400270042200,07927
G3600910060502,12835
G3600910060501,12835
G1901690010200,50056
G2100710980500,41640
G2101190960100,41640
G1300150960200,30103
G1800010030700,46740
G2400470990700,21811
G2400470990500,21811
G2400470990200,21811
G2400470990600,21811
G2400470990300,21811
G2400470990400,21811
G2001730004300,67202
G2101370980100,40484
G2200870030103,70085
G2200870030101,70085
G2200870030104,70085
G2500090216100,01984
G2600990217000,48050
G2900450950200,63445
G2900450950300,63445
G2900450950100,63445
G0600370543502,90502
G0600370543503,90502
G0600370543602,90502
G0900030514400,06042
G0900030514100,06042
G0900030514200,06042
G0900030514900,06042
G0900030514300,06042
G1700310271300,60624
G1700310270400,60624
G1700310271500,60624
G1700310260100,60624
G1700310270600,60624
G1700310271400,60624
G1700310260500,60624
G1700310231500,60624
G1700310260300,60624
G1700310261000,60624
G1700310260200,60624
G1700310260400,60624
G1700310290400,60624
G1700310290800,60624
G1700310260600,60624
G1700310231600,60624
G1700310290700,60624
G1700310290500,60624
G1700310260800,60624
G1700310290600,60624
G1700310231400,60624
G1700310260700,60624
G1700310270500,60624
G1700310271600,60624
G1700310260900,60624
G1700310270300,60624
G2102290980300,40069
G2102290980200,40069
G3600810157101,11426
G3600810157102,11426
G3600810162100,11426
G3600810161700,11426
G4001090108215,73012
G4001090108214,73012
G4001090108212,73012
G4001090108512,73012
G4500850001801,29168
G4500850001802,29168
G4804330950300,79502
G5101110990100,23974
G4200810010800,17756
G0600370214000,90036
G0600370214100,90036
G0600370216300,90036
G0600370215100,90036
G0600370214500,90036
G0600370214400,90036
G0800930000100,80421
G1302690950200,31076
G2500090264100,01834
G3600510031300,14437
G3600510031000,14437
G3600510031400,14437
G4701450030202,37763
G4701450030201,37763
G3100690952100,69351
G3400030038100,07031
G3400030038200,07031
G3400030038300,07031
G3600610008200,10016
G3600610006200,10016
G3600610007800,10016
G3600610008000,10016
G3600610006600,10016
G3600610007400,10016
G3600610007200,10016
G3600610007000,10016
G3701170970500,27892
G3701170970300,27892
G3701170970200,27892
G3700650021600,27852
G2101550970700,40033
G2101550970200,40033
G2101550970300,40033
G2200150011000,71051
G2500210403200,02494
G2500210403500,02494
G2700030051501,55421
G2701230041103,55421
G2700030051304,55421
G2700030051305,55421
G2700030051502,55421
G2700030051302,55421
G2700030051206,55421
G2700030051400,55421
G2800910950200,39483
G2800910950600,39483
G2900150960700,65355
G2900150960300,65355
G3000470000200,59929
G3300170085000,03825
G3100230987800,68669
G3600750021000,13069
G3600750020800,13069
G3600750021101,13069
G3600750021102,13069
G3600750021104,13069
G3600750021103,13069
G3600750021200,13069
G3701230960400,27306
G4201010013600,19130
G4201010013400,19130
G4201010013500,19130
G4201010013300,19130
G4201010012500,19130
G4500410002500,29161
G4500410001501,29161
G4500310011500,29161
G4500410002600,29161
G4701190010200,37174
G4802650960300,78058
G5300070960200,98826
G0400150951400,86429
G1200210000700,34102
G1200210000302,34102
G1200210000200,34102
G1200210000600,34102
G1200210000100,34102
G1200210000500,34102
G4400010030601,02885
G4400010030500,02885
G4400010030602,02885
G5300390950300,98672
G3200230980403,89060
G3200230980402,89060
G3200230980401,89060
G4500770010402,29671
G4500770010200,29671
G4500770010502,29671
G4500770010401,29671
G4500770010403,29671
G5300650950700,99109
G5300650950800,99109
G5501210990800,54627
G5101110990300,23944
G2900910990400,65775
